ID	adj.P.Val	P.Value	F	SPOT_ID
100506068_at	1.60e-01	1.12e-01	2.21209	DACT3 antisense RNA 1
729059_at	1.60e-01	1.12e-01	2.21174	chromosome 1 open reading frame 234
9939_at	1.60e-01	1.12e-01	2.2112	RNA binding motif protein 8A
285381_at	1.60e-01	1.12e-01	2.21081	diphthamide biosynthesis 3
2834_at	1.61e-01	1.12e-01	2.20927	prolactin releasing hormone receptor
3660_at	1.61e-01	1.12e-01	2.20915	interferon regulatory factor 2
128826_at	1.61e-01	1.12e-01	2.2091	MIR1-1 host gene
101927314_at	1.61e-01	1.12e-01	2.20871	uncharacterized LOC101927314
24138_at	1.61e-01	1.12e-01	2.2087	interferon-induced protein with tetratricopeptide repeats 5
84775_at	1.61e-01	1.12e-01	2.2086	zinc finger protein 607
27036_at	1.61e-01	1.12e-01	2.20757	sialic acid binding Ig-like lectin 7
101929225_at	1.61e-01	1.13e-01	2.20697	MCM8 antisense RNA 1
25871_at	1.61e-01	1.13e-01	2.20683	chromosome 3 open reading frame 17
55867_at	1.61e-01	1.13e-01	2.20603	solute carrier family 22 (organic anion/urate transporter), member 11
285521_at	1.61e-01	1.13e-01	2.20595	COX18 cytochrome c oxidase assembly factor
3725_at	1.61e-01	1.13e-01	2.20592	jun proto-oncogene
440854_at	1.61e-01	1.13e-01	2.20564	calpain 14
6123_at	1.61e-01	1.13e-01	2.2054	ribosomal protein L3-like
28991_at	1.61e-01	1.13e-01	2.20515	COMM domain containing 5
7399_at	1.61e-01	1.13e-01	2.2051	Usher syndrome 2A (autosomal recessive, mild)
5625_at	1.61e-01	1.13e-01	2.20488	proline dehydrogenase (oxidase) 1
8269_at	1.61e-01	1.13e-01	2.20398	transmembrane protein 187
10040_at	1.61e-01	1.13e-01	2.20397	target of myb1 like 1 membrane trafficking protein
7581_at	1.61e-01	1.13e-01	2.20367	zinc finger protein 33A
5027_at	1.61e-01	1.13e-01	2.20356	purinergic receptor P2X, ligand gated ion channel, 7
525_at	1.61e-01	1.13e-01	2.20274	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1
2894_at	1.61e-01	1.13e-01	2.20186	glutamate receptor, ionotropic, delta 1
6520_at	1.61e-01	1.13e-01	2.20122	solute carrier family 3 (amino acid transporter heavy chain), member 2
196477_at	1.62e-01	1.13e-01	2.20106	coiled-coil glutamate-rich protein 1
100505984_at	1.62e-01	1.13e-01	2.20074	uncharacterized LOC100505984
2116_at	1.62e-01	1.13e-01	2.20017	ets variant 2
256957_at	1.62e-01	1.13e-01	2.19975	HEAT repeat containing 9
100505592_at	1.62e-01	1.13e-01	2.19949	gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA
100507530_at	1.62e-01	1.13e-01	2.19947	MCPH1 antisense RNA 1
101930085_at	1.62e-01	1.13e-01	2.19929	uncharacterized LOC101930085
26152_at	1.62e-01	1.14e-01	2.19826	zinc finger protein 337
100129662_at	1.62e-01	1.14e-01	2.19812	FGF13 antisense RNA 1
55326_at	1.62e-01	1.14e-01	2.19801	1-acylglycerol-3-phosphate O-acyltransferase 5
338651_at	1.62e-01	1.14e-01	2.19704	KRTAP5-1/KRTAP5-2 antisense RNA 1
51493_at	1.62e-01	1.14e-01	2.19652	RNA 2',3'-cyclic phosphate and 5'-OH ligase
4915_at	1.62e-01	1.14e-01	2.19629	neurotrophic tyrosine kinase, receptor, type 2
114794_at	1.62e-01	1.14e-01	2.19612	extracellular leucine-rich repeat and fibronectin type III domain containing 2
4049_at	1.62e-01	1.14e-01	2.19449	lymphotoxin alpha
339788_at	1.62e-01	1.14e-01	2.19416	long intergenic non-protein coding RNA 298
11255_at	1.62e-01	1.14e-01	2.19402	histamine receptor H3
101927513_at	1.63e-01	1.14e-01	2.19311	uncharacterized LOC101927513
100505832_at	1.63e-01	1.14e-01	2.19297	PROX1 antisense RNA 1
3849_at	1.63e-01	1.14e-01	2.19231	keratin 2, type II
29943_at	1.63e-01	1.14e-01	2.19226	peptidyl arginine deiminase, type I
1350_at	1.63e-01	1.14e-01	2.1913	cytochrome c oxidase subunit VIIc
221037_at	1.63e-01	1.14e-01	2.19077	jumonji domain containing 1C
158427_at	1.63e-01	1.14e-01	2.18967	thiosulfate sulfurtransferase (rhodanese)-like domain containing 2
25901_at	1.63e-01	1.14e-01	2.18951	coiled-coil domain containing 28A
3594_at	1.63e-01	1.15e-01	2.18917	interleukin 12 receptor, beta 1
121391_at	1.63e-01	1.15e-01	2.18883	keratin 74, type II
2019_at	1.63e-01	1.15e-01	2.18843	engrailed homeobox 1
339512_at	1.63e-01	1.15e-01	2.18812	chromosome 1 open reading frame 110
83855_at	1.63e-01	1.15e-01	2.1881	Kruppel-like factor 16
101927020_at	1.63e-01	1.15e-01	2.18755	uncharacterized LOC101927020
57596_at	1.63e-01	1.15e-01	2.18705	brain-enriched guanylate kinase-associated
1676_at	1.63e-01	1.15e-01	2.18704	DNA fragmentation factor, 45kDa, alpha polypeptide
8778_at	1.63e-01	1.15e-01	2.18699	sialic acid binding Ig-like lectin 5
1553_at	1.64e-01	1.15e-01	2.18436	cytochrome P450, family 2, subfamily A, polypeptide 13
5093_at	1.64e-01	1.15e-01	2.18396	poly(rC) binding protein 1
27347_at	1.64e-01	1.15e-01	2.1835	serine threonine kinase 39
126147_at	1.64e-01	1.15e-01	2.1825	netrin 5
23152_at	1.64e-01	1.15e-01	2.18091	capicua transcriptional repressor
84804_at	1.64e-01	1.15e-01	2.18089	major facilitator superfamily domain containing 9
100507257_at	1.64e-01	1.16e-01	2.18001	maternally expressed 9 (non-protein coding)
84986_at	1.64e-01	1.16e-01	2.17954	Rho GTPase activating protein 19
93190_at	1.64e-01	1.16e-01	2.17939	chromosome 1 open reading frame 158
5005_at	1.65e-01	1.16e-01	2.17836	orosomucoid 2
3293_at	1.65e-01	1.16e-01	2.1783	hydroxysteroid (17-beta) dehydrogenase 3
641372_at	1.65e-01	1.16e-01	2.17807	acyl-CoA thioesterase 6
283080_at	1.65e-01	1.16e-01	2.17772	chromosome 10 open reading frame 126
114827_at	1.65e-01	1.16e-01	2.17765	forkhead-associated (FHA) phosphopeptide binding domain 1
4661_at	1.65e-01	1.16e-01	2.17718	myelin transcription factor 1
4168_at	1.65e-01	1.16e-01	2.17703	MCF.2 cell line derived transforming sequence
80343_at	1.65e-01	1.16e-01	2.17683	sel-1 suppressor of lin-12-like 2 (C. elegans)
285962_at	1.65e-01	1.16e-01	2.17668	WEE2 antisense RNA 1
91373_at	1.65e-01	1.16e-01	2.17616	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
441666_at	1.65e-01	1.16e-01	2.17505	zinc finger protein 91 pseudogene
8287_at	1.65e-01	1.16e-01	2.17492	ubiquitin specific peptidase 9, Y-linked
57591_at	1.65e-01	1.16e-01	2.1749	megakaryoblastic leukemia (translocation) 1
7517_at	1.65e-01	1.16e-01	2.17354	X-ray repair complementing defective repair in Chinese hamster cells 3
93594_at	1.65e-01	1.16e-01	2.1735	TBC1 domain family, member 31
101927275_at	1.65e-01	1.16e-01	2.17301	NDUFV2 antisense RNA 1
63943_at	1.65e-01	1.17e-01	2.17177	FK506 binding protein like
643365_at	1.66e-01	1.17e-01	2.17052	long intergenic non-protein coding RNA 452
54834_at	1.66e-01	1.17e-01	2.17042	ganglioside induced differentiation associated protein 2
2592_at	1.66e-01	1.17e-01	2.17032	galactose-1-phosphate uridylyltransferase
91120_at	1.66e-01	1.17e-01	2.16927	zinc finger protein 682
51530_at	1.66e-01	1.17e-01	2.16918	zinc finger, C3HC-type containing 1
6647_at	1.66e-01	1.17e-01	2.16825	superoxide dismutase 1, soluble
100505854_at	1.66e-01	1.17e-01	2.16744	Alu-mediated CDKN1A/p21 transcriptional regulator (non-protein coding)
8034_at	1.66e-01	1.17e-01	2.16692	solute carrier family 25 (mitochondrial carrier), member 16
101060019_at	1.66e-01	1.17e-01	2.16551	uncharacterized LOC101060019
388630_at	1.66e-01	1.17e-01	2.16541	TraB domain containing 2B
222546_at	1.66e-01	1.17e-01	2.16514	regulatory factor X, 6
101928684_at	1.67e-01	1.17e-01	2.16416	long intergenic non-protein coding RNA 1209
645369_at	1.67e-01	1.17e-01	2.16378	transmembrane protein 200C
83606_at	1.67e-01	1.17e-01	2.16332	guanylyl cyclase domain containing 1
128025_at	1.67e-01	1.17e-01	2.1633	WD repeat domain 64
65990_at	1.67e-01	1.18e-01	2.16301	family with sequence similarity 173, member A
55823_at	1.67e-01	1.18e-01	2.16278	vacuolar protein sorting 11 homolog (S. cerevisiae)
151473_at	1.67e-01	1.18e-01	2.16223	solute carrier family 16, member 14
59340_at	1.67e-01	1.18e-01	2.16221	histamine receptor H4
101927660_at	1.67e-01	1.18e-01	2.16155	uncharacterized LOC101927660
84517_at	1.67e-01	1.18e-01	2.16115	actin-related protein T3
83953_at	1.67e-01	1.18e-01	2.16096	Fc receptor, IgA, IgM, high affinity
54971_at	1.67e-01	1.18e-01	2.16076	BTG3 associated nuclear protein
129563_at	1.67e-01	1.18e-01	2.16051	DIS3 like 3'-5' exoribonuclease 2
201617_at	1.67e-01	1.18e-01	2.16045	long intergenic non-protein coding RNA 870
9607_at	1.67e-01	1.18e-01	2.16019	CART prepropeptide
286319_at	1.67e-01	1.18e-01	2.15971	tumor suppressor candidate 1
23619_at	1.67e-01	1.18e-01	2.15953	zinc finger, imprinted 2
23040_at	1.67e-01	1.18e-01	2.15906	myelin transcription factor 1-like
400548_at	1.67e-01	1.18e-01	2.15879	uncharacterized LOC400548
643_at	1.67e-01	1.18e-01	2.15859	chemokine (C-X-C motif) receptor 5
6199_at	1.67e-01	1.18e-01	2.15846	ribosomal protein S6 kinase, 70kDa, polypeptide 2
55296_at	1.67e-01	1.18e-01	2.15837	TBC1 domain family, member 19
246119_at	1.68e-01	1.18e-01	2.15688	testis-specific transcript, Y-linked 10 (non-protein coding)
1813_at	1.68e-01	1.18e-01	2.15633	dopamine receptor D2
5449_at	1.68e-01	1.18e-01	2.15525	POU class 1 homeobox 1
10198_at	1.68e-01	1.18e-01	2.15492	M-phase phosphoprotein 9
728448_at	1.68e-01	1.18e-01	2.15477	peptidylprolyl isomerase E-like pseudogene
6654_at	1.68e-01	1.18e-01	2.15467	son of sevenless homolog 1 (Drosophila)
79142_at	1.68e-01	1.19e-01	2.15333	PHD finger protein 23
220980_at	1.68e-01	1.19e-01	2.15309	TMEM72 antisense RNA 1
203228_at	1.68e-01	1.19e-01	2.15299	chromosome 9 open reading frame 72
101928333_at	1.68e-01	1.19e-01	2.15293	uncharacterized LOC101928333
100873985_at	1.68e-01	1.19e-01	2.15249	MED14 opposite strand
286_at	1.68e-01	1.19e-01	2.15199	ankyrin 1, erythrocytic
51561_at	1.68e-01	1.19e-01	2.1513	interleukin 23, alpha subunit p19
84929_at	1.68e-01	1.19e-01	2.1512	fibrinogen C domain containing 1
100507203_at	1.68e-01	1.19e-01	2.15068	small leucine-rich protein 1
25938_at	1.68e-01	1.19e-01	2.15059	HEAT repeat containing 5A
84984_at	1.68e-01	1.19e-01	2.15011	centrosomal protein 19kDa
256227_at	1.68e-01	1.19e-01	2.15009	STEAP family member 1B
338707_at	1.68e-01	1.19e-01	2.14978	beta-1,4-N-acetyl-galactosaminyl transferase 4
91408_at	1.68e-01	1.19e-01	2.14957	basic transcription factor 3-like 4
121227_at	1.68e-01	1.19e-01	2.14954	leucine-rich repeats and immunoglobulin-like domains 3
7181_at	1.69e-01	1.19e-01	2.14862	nuclear receptor subfamily 2, group C, member 1
51161_at	1.69e-01	1.19e-01	2.14857	chromosome 3 open reading frame 18
100128191_at	1.69e-01	1.19e-01	2.14818	TMPO antisense RNA 1
102_at	1.69e-01	1.19e-01	2.14795	ADAM metallopeptidase domain 10
8545_at	1.69e-01	1.19e-01	2.14771	CGG triplet repeat binding protein 1
283547_at	1.69e-01	1.19e-01	2.14645	long intergenic non-protein coding RNA 639
339524_at	1.69e-01	1.19e-01	2.14594	long intergenic non-protein coding RNA 1140
125488_at	1.69e-01	1.20e-01	2.14548	tetratricopeptide repeat domain 39C
22978_at	1.69e-01	1.20e-01	2.14495	5'-nucleotidase, cytosolic II
101928098_at	1.69e-01	1.20e-01	2.14434	uncharacterized LOC101928098
8973_at	1.69e-01	1.20e-01	2.14428	cholinergic receptor, nicotinic, alpha 6 (neuronal)
317716_at	1.69e-01	1.20e-01	2.14418	BPI fold containing family A, member 4, pseudogene
158376_at	1.69e-01	1.20e-01	2.14402	long intergenic non-protein coding RNA 961
25790_at	1.69e-01	1.20e-01	2.14395	cilia and flagella associated protein 45
10942_at	1.69e-01	1.20e-01	2.1436	protease, serine, 21 (testisin)
132243_at	1.69e-01	1.20e-01	2.14354	H1 histone family, member O, oocyte-specific
9915_at	1.69e-01	1.20e-01	2.14292	aryl-hydrocarbon receptor nuclear translocator 2
55531_at	1.70e-01	1.20e-01	2.14107	ELMO/CED-12 domain containing 1
100628307_at	1.70e-01	1.20e-01	2.14076	DIO2 antisense RNA 1
84153_at	1.70e-01	1.20e-01	2.1407	ribonuclease H2, subunit C
154092_at	1.70e-01	1.20e-01	2.1407	long intergenic non-protein coding RNA 1010
80731_at	1.70e-01	1.20e-01	2.14066	thrombospondin, type I, domain containing 7B
27164_at	1.70e-01	1.20e-01	2.14042	spalt-like transcription factor 3
3459_at	1.70e-01	1.20e-01	2.14026	interferon gamma receptor 1
284111_at	1.70e-01	1.20e-01	2.1402	solute carrier family 13 (sodium-dependent citrate transporter), member 5
57455_at	1.70e-01	1.20e-01	2.14	REX1, RNA exonuclease 1 homolog
100506866_at	1.70e-01	1.20e-01	2.13914	TTN antisense RNA 1
57597_at	1.70e-01	1.20e-01	2.13872	BAH domain and coiled-coil containing 1
284697_at	1.70e-01	1.20e-01	2.13864	BTB (POZ) domain containing 8
84064_at	1.70e-01	1.20e-01	2.13841	haloacid dehalogenase-like hydrolase domain containing 2
55814_at	1.70e-01	1.21e-01	2.13653	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
101928571_at	1.70e-01	1.21e-01	2.13645	ZNF649 antisense RNA 1
388591_at	1.70e-01	1.21e-01	2.13624	ring finger protein 207
27098_at	1.70e-01	1.21e-01	2.13574	clusterin-like 1 (retinal)
29093_at	1.70e-01	1.21e-01	2.13561	mitochondrial ribosomal protein L22
145978_at	1.70e-01	1.21e-01	2.13555	long intergenic non-protein coding RNA 52
100885781_at	1.71e-01	1.21e-01	2.13422	long intergenic non-protein coding RNA 348
7701_at	1.71e-01	1.21e-01	2.13407	zinc finger protein 142
101929524_at	1.71e-01	1.21e-01	2.13344	uncharacterized LOC101929524
9077_at	1.71e-01	1.21e-01	2.13306	DIRAS family, GTP-binding RAS-like 3
158572_at	1.71e-01	1.21e-01	2.13175	USP27X antisense RNA 1 (head to head)
23030_at	1.71e-01	1.21e-01	2.13125	lysine (K)-specific demethylase 4B
613126_at	1.71e-01	1.21e-01	2.13031	CYP51A1 antisense RNA 1
2331_at	1.71e-01	1.21e-01	2.13021	fibromodulin
1955_at	1.71e-01	1.21e-01	2.13016	multiple EGF-like-domains 9
28652_at	1.71e-01	1.21e-01	2.12952	T cell receptor alpha variable 30
3804_at	1.71e-01	1.21e-01	2.129	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3
134957_at	1.72e-01	1.22e-01	2.127	syntaxin binding protein 5 (tomosyn)
100132677_at	1.72e-01	1.22e-01	2.12637	BSN antisense RNA 2 (head to head)
83891_at	1.72e-01	1.22e-01	2.12622	sorting nexin 25
219731_at	1.72e-01	1.22e-01	2.12569	PROSER2 antisense RNA 1
123879_at	1.72e-01	1.22e-01	2.12546	DCN1, defective in cullin neddylation 1, domain containing 3
81030_at	1.72e-01	1.22e-01	2.12537	Z-DNA binding protein 1
101928460_at	1.72e-01	1.22e-01	2.12534	uncharacterized LOC101928460
23013_at	1.72e-01	1.22e-01	2.12511	spen family transcriptional repressor
57628_at	1.72e-01	1.22e-01	2.12507	dipeptidyl-peptidase 10 (non-functional)
25836_at	1.72e-01	1.22e-01	2.12481	Nipped-B homolog (Drosophila)
100507218_at	1.72e-01	1.22e-01	2.12439	RNF157 antisense RNA 1
9856_at	1.72e-01	1.22e-01	2.12348	KIAA0319
27127_at	1.72e-01	1.22e-01	2.12344	structural maintenance of chromosomes 1B
375341_at	1.72e-01	1.22e-01	2.12287	chromosome 3 open reading frame 62
440982_at	1.72e-01	1.22e-01	2.12248	uncharacterized LOC440982
8772_at	1.72e-01	1.22e-01	2.12212	Fas (TNFRSF6)-associated via death domain
168741_at	1.72e-01	1.22e-01	2.12209	period circadian clock 3 pseudogene
696_at	1.72e-01	1.22e-01	2.12194	butyrophilin, subfamily 1, member A1
126526_at	1.72e-01	1.22e-01	2.12164	chromosome 19 open reading frame 47
100130889_at	1.72e-01	1.22e-01	2.12112	psoriasis susceptibility 1 candidate 3 (non-protein coding)
93100_at	1.73e-01	1.23e-01	2.12029	nicotinate phosphoribosyltransferase
9440_at	1.73e-01	1.23e-01	2.12021	mediator complex subunit 17
83852_at	1.73e-01	1.23e-01	2.12017	SET domain, bifurcated 2
81704_at	1.73e-01	1.23e-01	2.12	dedicator of cytokinesis 8
57599_at	1.73e-01	1.23e-01	2.11964	WD repeat domain 48
9852_at	1.73e-01	1.23e-01	2.11886	EPM2A (laforin) interacting protein 1
4605_at	1.73e-01	1.23e-01	2.11847	v-myb avian myeloblastosis viral oncogene homolog-like 2
101060091_at	1.73e-01	1.23e-01	2.11798	uncharacterized LOC101060091
6045_at	1.73e-01	1.23e-01	2.11714	ring finger protein 2
728224_at	1.73e-01	1.23e-01	2.11647	keratin associated protein 4-8
10294_at	1.73e-01	1.23e-01	2.11621	DnaJ (Hsp40) homolog, subfamily A, member 2
103581031_at	1.73e-01	1.23e-01	2.11589	cancer susceptibility candidate 23 (non-protein coding)
90933_at	1.73e-01	1.23e-01	2.11483	tripartite motif containing 41
2356_at	1.73e-01	1.23e-01	2.11472	folylpolyglutamate synthase
58512_at	1.73e-01	1.23e-01	2.11407	discs, large (Drosophila) homolog-associated protein 3
9679_at	1.73e-01	1.23e-01	2.11368	family with sequence similarity 53, member B
3300_at	1.74e-01	1.24e-01	2.11165	DnaJ (Hsp40) homolog, subfamily B, member 2
146894_at	1.74e-01	1.24e-01	2.11139	CD300 molecule-like family member g
23005_at	1.74e-01	1.24e-01	2.11139	mitogen-activated protein kinase binding protein 1
25858_at	1.74e-01	1.24e-01	2.11097	testis expressed 40
130120_at	1.74e-01	1.24e-01	2.11078	regenerating islet-derived 3 gamma
128876_at	1.74e-01	1.24e-01	2.1106	family with sequence similarity 83, member C
11262_at	1.74e-01	1.24e-01	2.11044	SP140 nuclear body protein
23520_at	1.74e-01	1.24e-01	2.11034	acidic (leucine-rich) nuclear phosphoprotein 32 family, member C
400759_at	1.74e-01	1.24e-01	2.11033	guanylate binding protein 1, interferon-inducible pseudogene 1
414260_at	1.74e-01	1.24e-01	2.11	long intergenic non-protein coding RNA 619
5201_at	1.74e-01	1.24e-01	2.10955	prefoldin subunit 1
286499_at	1.74e-01	1.24e-01	2.10946	family with sequence similarity 133, member A
57117_at	1.74e-01	1.24e-01	2.10919	integrator complex subunit 12
286075_at	1.74e-01	1.24e-01	2.10897	zinc finger protein 707
84851_at	1.74e-01	1.24e-01	2.10892	tripartite motif containing 52
55909_at	1.74e-01	1.24e-01	2.10888	bridging integrator 3
92715_at	1.74e-01	1.24e-01	2.10883	diphthamide biosynthesis 7
150677_at	1.74e-01	1.24e-01	2.10847	otospiralin
2327_at	1.74e-01	1.24e-01	2.10778	flavin containing monooxygenase 2 (non-functional)
54757_at	1.74e-01	1.24e-01	2.10753	family with sequence similarity 20, member A
23625_at	1.74e-01	1.24e-01	2.10712	family with sequence similarity 89, member B
200424_at	1.74e-01	1.24e-01	2.10649	tet methylcytosine dioxygenase 3
160492_at	1.74e-01	1.24e-01	2.10582	lamin tail domain containing 1
100288123_at	1.75e-01	1.24e-01	2.10476	uncharacterized LOC100288123
23318_at	1.75e-01	1.24e-01	2.10475	zinc finger, CCHC domain containing 11
132141_at	1.75e-01	1.24e-01	2.1046	IQ motif containing F1
285605_at	1.75e-01	1.25e-01	2.10371	DTW domain containing 2
5325_at	1.75e-01	1.25e-01	2.10339	pleiomorphic adenoma gene-like 1
55245_at	1.75e-01	1.25e-01	2.10328	ubiquinol-cytochrome c reductase complex assembly factor 1
54059_at	1.75e-01	1.25e-01	2.10311	ybeY metallopeptidase (putative)
386597_at	1.75e-01	1.25e-01	2.10288	RNF144A antisense RNA 1
400073_at	1.75e-01	1.25e-01	2.10257	chromosome 12 open reading frame 76
55855_at	1.75e-01	1.25e-01	2.10239	family with sequence similarity 45, member A pseudogene
25915_at	1.75e-01	1.25e-01	2.10235	NADH dehydrogenase (ubiquinone) complex I, assembly factor 3
7917_at	1.75e-01	1.25e-01	2.10143	BCL2-associated athanogene 6
91368_at	1.75e-01	1.25e-01	2.10106	CDKN2A interacting protein N-terminal like
101927152_at	1.75e-01	1.25e-01	2.09988	long intergenic non-protein coding RNA 1212
643224_at	1.75e-01	1.25e-01	2.09966	tubulin, beta pseudogene 5
54821_at	1.75e-01	1.25e-01	2.09885	excision repair cross-complementation group 6-like
284521_at	1.76e-01	1.25e-01	2.0984	olfactory receptor, family 2, subfamily L, member 13
1445_at	1.76e-01	1.25e-01	2.09816	c-src tyrosine kinase
51311_at	1.76e-01	1.25e-01	2.09798	toll-like receptor 8
26338_at	1.76e-01	1.25e-01	2.09765	olfactory receptor, family 5, subfamily L, member 2
101929025_at	1.76e-01	1.25e-01	2.09741	long intergenic non-protein coding RNA 1516
100506827_at	1.76e-01	1.25e-01	2.09728	liver cancer-associated transcript 1
83590_at	1.76e-01	1.25e-01	2.09723	transmembrane and ubiquitin-like domain containing 1
10005_at	1.76e-01	1.26e-01	2.09583	acyl-CoA thioesterase 8
112937_at	1.76e-01	1.26e-01	2.09554	galactosidase, beta 1-like 3
100506742_at	1.76e-01	1.26e-01	2.09493	caspase 12 (gene/pseudogene)
116443_at	1.76e-01	1.26e-01	2.09452	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A
266655_at	1.76e-01	1.26e-01	2.09434	long intergenic non-protein coding RNA 94
6336_at	1.76e-01	1.26e-01	2.09431	sodium channel, voltage gated, type X alpha subunit
90135_at	1.76e-01	1.26e-01	2.09393	BTB (POZ) domain containing 6
100130417_at	1.76e-01	1.26e-01	2.09328	uncharacterized LOC100130417
51409_at	1.76e-01	1.26e-01	2.09318	HemK methyltransferase family member 1
79831_at	1.76e-01	1.26e-01	2.09286	lysine (K)-specific demethylase 8
148231_at	1.76e-01	1.26e-01	2.09238	long intergenic non-protein coding RNA 905
118430_at	1.76e-01	1.26e-01	2.09179	mucin-like 1
496_at	1.77e-01	1.26e-01	2.0914	ATPase, H+/K+ exchanging, beta polypeptide
125206_at	1.77e-01	1.26e-01	2.09132	solute carrier family 5 (sodium/sugar cotransporter), member 10
10912_at	1.77e-01	1.26e-01	2.09076	growth arrest and DNA-damage-inducible, gamma
4242_at	1.77e-01	1.26e-01	2.09073	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
4784_at	1.77e-01	1.26e-01	2.09044	nuclear factor I/X (CCAAT-binding transcription factor)
57538_at	1.77e-01	1.26e-01	2.08995	alpha-kinase 3
220136_at	1.77e-01	1.26e-01	2.08988	cilia and flagella associated protein 53
6835_at	1.77e-01	1.26e-01	2.08937	surfeit 2
80013_at	1.77e-01	1.26e-01	2.08928	family with sequence similarity 188, member A
4189_at	1.77e-01	1.26e-01	2.08906	DnaJ (Hsp40) homolog, subfamily B, member 9
254240_at	1.77e-01	1.26e-01	2.08877	BPI fold containing family C
5007_at	1.77e-01	1.26e-01	2.08836	oxysterol binding protein
56143_at	1.77e-01	1.26e-01	2.0882	protocadherin alpha 5
5582_at	1.77e-01	1.27e-01	2.08723	protein kinase C, gamma
84680_at	1.77e-01	1.27e-01	2.08722	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)
83795_at	1.77e-01	1.27e-01	2.08688	potassium channel, two pore domain subfamily K, member 16
101929512_at	1.77e-01	1.27e-01	2.08653	uncharacterized LOC101929512
105374693_at	1.77e-01	1.27e-01	2.08642	spidroin-2-like
132851_at	1.77e-01	1.27e-01	2.08597	spermatogenesis associated 4
139105_at	1.77e-01	1.27e-01	2.08585	BEN domain containing 2
7200_at	1.77e-01	1.27e-01	2.08576	thyrotropin-releasing hormone
1140_at	1.77e-01	1.27e-01	2.0857	cholinergic receptor, nicotinic, beta 1 (muscle)
220929_at	1.77e-01	1.27e-01	2.08554	zinc finger protein 438
3054_at	1.77e-01	1.27e-01	2.08516	host cell factor C1
166012_at	1.77e-01	1.27e-01	2.08513	carbohydrate (chondroitin 4) sulfotransferase 13
388011_at	1.77e-01	1.27e-01	2.08493	long intergenic non-protein coding RNA 1550
134_at	1.77e-01	1.27e-01	2.08388	adenosine A1 receptor
143471_at	1.77e-01	1.27e-01	2.08385	proteasome subunit alpha 8
22862_at	1.77e-01	1.27e-01	2.08365	fibronectin type III domain containing 3A
55096_at	1.78e-01	1.27e-01	2.08303	endogenous Bornavirus-like nucleoprotein 2
10140_at	1.78e-01	1.27e-01	2.08207	transducer of ERBB2, 1
56941_at	1.78e-01	1.27e-01	2.08197	5-hydroxymethylcytosine (hmC) binding, ES cell-specific
80700_at	1.78e-01	1.27e-01	2.08138	UBX domain protein 6
374987_at	1.78e-01	1.27e-01	2.08102	NEXN antisense RNA 1
130540_at	1.78e-01	1.27e-01	2.08079	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12
196047_at	1.78e-01	1.27e-01	2.08002	EMX2 opposite strand/antisense RNA
26230_at	1.78e-01	1.28e-01	2.07919	T-cell lymphoma invasion and metastasis 2
83697_at	1.78e-01	1.28e-01	2.07917	solute carrier family 4, sodium bicarbonate cotransporter, member 9
9455_at	1.78e-01	1.28e-01	2.07913	homer scaffolding protein 2
9758_at	1.78e-01	1.28e-01	2.07732	FERM and PDZ domain containing 4
8911_at	1.79e-01	1.28e-01	2.07695	calcium channel, voltage-dependent, T type, alpha 1I subunit
8650_at	1.79e-01	1.28e-01	2.07692	numb homolog (Drosophila)
5367_at	1.79e-01	1.28e-01	2.0762	pro-melanin-concentrating hormone
157680_at	1.79e-01	1.28e-01	2.07612	vacuolar protein sorting 13 homolog B (yeast)
23163_at	1.79e-01	1.28e-01	2.07604	golgi-associated, gamma adaptin ear containing, ARF binding protein 3
10086_at	1.79e-01	1.28e-01	2.07557	HERV-H LTR-associating 1
6866_at	1.79e-01	1.28e-01	2.07503	tachykinin 3
80834_at	1.79e-01	1.28e-01	2.07397	taste receptor, type 1, member 2
220965_at	1.79e-01	1.28e-01	2.07257	family with sequence similarity 13, member C
50840_at	1.79e-01	1.28e-01	2.07199	taste receptor, type 2, member 14
57683_at	1.79e-01	1.29e-01	2.0712	zinc finger, DBF-type containing 2
255025_at	1.79e-01	1.29e-01	2.07101	long intergenic non-protein coding RNA 879
653121_at	1.80e-01	1.29e-01	2.06994	zinc finger and BTB domain containing 8A
121278_at	1.80e-01	1.29e-01	2.0695	tryptophan hydroxylase 2
10494_at	1.80e-01	1.29e-01	2.06941	serine/threonine kinase 25
91754_at	1.80e-01	1.29e-01	2.06901	NIMA-related kinase 9
1107_at	1.80e-01	1.29e-01	2.06895	chromodomain helicase DNA binding protein 3
100505621_at	1.80e-01	1.29e-01	2.06895	chromosome 11 open reading frame 72
79871_at	1.80e-01	1.29e-01	2.0687	RNA polymerase II associated protein 2
55112_at	1.80e-01	1.29e-01	2.068	WD repeat domain 60
374887_at	1.80e-01	1.29e-01	2.06778	YjeF N-terminal domain containing 3
